Fight,Winner,Defeated,Referee,Date,Country,Location,Title_Bout,Weight_Class,R_fighter,B_fighter,Winning_Corner,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
John Gunderson vs Mark Holst,John Gunderson,Mark Holst,Josh Rosenthal,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,John Gunderson,Mark Holst,Red,182.88,,155,175.26,175.26,155,24,31
Jamie Yager vs Rich Attonito,Rich Attonito,Jamie Yager,Steve Mazzagatti,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Jamie Yager,Rich Attonito,Blue,177.8,182.88,170,185.42,,185,33,26
Josh Bryant vs Kyle Noke,Kyle Noke,Josh Bryant,Kim Winslow,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Josh Bryant,Kyle Noke,Blue,185.42,193.04,170,177.8,,185,30,30
Court McGee vs Kris McCray,Court McGee,Kris McCray,Steve Mazzagatti,19/06/2010,USA,"Las Vegas, Nevada",Title Fight,Middleweight,Court McGee,Kris McCray,Red,182.88,193.04,170,180.34,190.5,170,28,25
Chris Leben vs Aaron Simpson,Chris Leben,Aaron Simpson,Josh Rosenthal,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Chris Leben,Aaron Simpson,Red,182.88,185.42,170,180.34,185.42,185,35,29
Brad Tavares vs Seth Baczynski,Brad Tavares,Seth Baczynski,Herb Dean,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Brad Tavares,Seth Baczynski,Red,190.5,190.5,170,185.42,187.96,185,28,22
Chris Camozzi vs James Hammortree,Chris Camozzi,James Hammortree,Josh Rosenthal,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Chris Camozzi,James Hammortree,Red,190.5,,185,187.96,190.5,185,26,23
Mirko Filipovic vs Pat Barry,Mirko Filipovic,Pat Barry,Yves Lavigne,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Heavyweight,Mirko Filipovic,Pat Barry,Red,180.34,187.96,235,187.96,185.42,230,30,35
Ben Rothwell vs Gilbert Yvel,Ben Rothwell,Gilbert Yvel,Yves Lavigne,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Heavyweight,Ben Rothwell,Gilbert Yvel,Red,187.96,195.58,225,193.04,198.12,265,33,28
Chuck Liddell vs Rich Franklin,Rich Franklin,Chuck Liddell,Herb Dean,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,LightHeavyweight,Chuck Liddell,Rich Franklin,Blue,185.42,193.04,185,187.96,193.04,205,35,40
Tyson Griffin vs Evan Dunham,Evan Dunham,Tyson Griffin,Herb Dean,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Lightweight,Tyson Griffin,Evan Dunham,Blue,177.8,177.8,155,167.64,172.72,145,28,26
Mac Danzig vs Matt Wiman,Matt Wiman,Mac Danzig,Yves Lavigne,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Lightweight,Mac Danzig,Matt Wiman,Blue,177.8,172.72,155,172.72,177.8,155,26,30
David Loiseau vs Mario Miranda,Mario Miranda,David Loiseau,Tony Williamson,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Middleweight,David Loiseau,Mario Miranda,Blue,190.5,187.96,185,182.88,193.04,185,30,30
Paulo Thiago vs Martin Kampmann,Martin Kampmann,Paulo Thiago,Herb Dean,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Welterweight,Paulo Thiago,Martin Kampmann,Blue,182.88,182.88,170,180.34,187.96,170,28,29
Ricardo Funch vs Claude Patrick,Claude Patrick,Ricardo Funch,Tony Williamson,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Welterweight,Ricardo Funch,Claude Patrick,Blue,180.34,190.5,170,177.8,187.96,170,29,29
Carlos Condit vs Rory MacDonald,Carlos Condit,Rory MacDonald,Kevin Dornan,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Welterweight,Carlos Condit,Rory MacDonald,Red,182.88,193.04,170,187.96,190.5,170,20,26
James Wilks vs Peter Sobotta,James Wilks,Peter Sobotta,Kevin Dornan,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Welterweight,James Wilks,Peter Sobotta,Red,182.88,190.5,170,185.42,190.5,170,23,32
Mike Pyle vs Jesse Lennox,Mike Pyle,Jesse Lennox,Kevin Dornan,12/06/2010,Canada,"Vancouver, British Columbia",Non Title Fight,Welterweight,Mike Pyle,Jesse Lennox,Red,175.26,182.88,170,182.88,187.96,170,28,34
Todd Duffee vs Mike Russow,Mike Russow,Todd Duffee,Josh Rosenthal,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Todd Duffee,Mike Russow,Blue,185.42,185.42,255,190.5,198.12,260,33,24
Jason Brilz vs Rogerio Nogueira,Rogerio Nogueira,Jason Brilz,Yves Lavigne,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Jason Brilz,Rogerio Nogueira,Blue,187.96,190.5,205,180.34,180.34,205,33,34
Quinton Jackson vs Rashad Evans,Rashad Evans,Quinton Jackson,Herb Dean,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Quinton Jackson,Rashad Evans,Blue,182.88,190.5,205,185.42,185.42,205,30,31
Luiz Cane vs Cyrille Diabate,Cyrille Diabate,Luiz Cane,Herb Dean,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Luiz Cane,Cyrille Diabate,Blue,198.12,205.74,205,187.96,195.58,185,36,29
Melvin Guillard vs Waylon Lowe,Melvin Guillard,Waylon Lowe,Yves Lavigne,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Melvin Guillard,Waylon Lowe,Red,170.18,,145,175.26,180.34,155,29,27
Efrain Escudero vs Dan Lauzon,Efrain Escudero,Dan Lauzon,Josh Rosenthal,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Efrain Escudero,Dan Lauzon,Red,177.8,,155,175.26,180.34,155,22,24
Aaron Riley vs Joe Brammer,Aaron Riley,Joe Brammer,Steve Mazzagatti,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Aaron Riley,Joe Brammer,Red,172.72,,155,172.72,175.26,155,26,29
Jesse Forbes vs Ryan Jensen,Ryan Jensen,Jesse Forbes,Josh Rosenthal,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Jesse Forbes,Ryan Jensen,Blue,185.42,193.04,185,187.96,190.5,185,32,25
Michael Bisping vs Dan Miller,Michael Bisping,Dan Miller,Steve Mazzagatti,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Michael Bisping,Dan Miller,Red,185.42,187.96,185,185.42,190.5,185,28,31
Diego Sanchez vs John Hathaway,John Hathaway,Diego Sanchez,Herb Dean,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Diego Sanchez,John Hathaway,Blue,185.42,190.5,170,177.8,182.88,170,22,28
Amir Sadollah vs Dong Hyun Kim,Dong Hyun Kim,Amir Sadollah,Steve Mazzagatti,29/05/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Amir Sadollah,Dong Hyun Kim,Blue,187.96,193.04,170,177.8,190.5,170,28,29
Kevin Ferguson vs Matt Mitrione,Matt Mitrione,Kevin Ferguson,Dan Miragliotta,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Heavyweight,Kevin Ferguson,Matt Mitrione,Blue,190.5,208.28,265,187.96,195.58,235,31,36
Joey Beltran vs Tim Hague,Joey Beltran,Tim Hague,Mario Yamasaki,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Heavyweight,Joey Beltran,Tim Hague,Red,193.04,193.04,260,185.42,190.5,185,26,28
Lyoto Machida vs Mauricio Rua,Mauricio Rua,Lyoto Machida,Yves Lavigne,08/05/2010,Canada,"Montreal, Quebec",Title Fight,LightHeavyweight,Lyoto Machida,Mauricio Rua,Blue,185.42,193.04,205,185.42,187.96,185,28,31
Sam Stout vs Jeremy Stephens,Jeremy Stephens,Sam Stout,Mario Yamasaki,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Lightweight,Sam Stout,Jeremy Stephens,Blue,175.26,180.34,145,175.26,177.8,155,23,26
Tom Lawlor vs Joe Doerksen,Joe Doerksen,Tom Lawlor,Yves Lavigne,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Middleweight,Tom Lawlor,Joe Doerksen,Blue,182.88,190.5,185,182.88,187.96,205,32,26
Patrick Cote vs Alan Belcher,Alan Belcher,Patrick Cote,Mario Yamasaki,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Middleweight,Patrick Cote,Alan Belcher,Blue,187.96,190.5,185,180.34,190.5,170,26,30
Jason MacDonald vs John Salter,John Salter,Jason MacDonald,Dan Miragliotta,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Middleweight,Jason MacDonald,John Salter,Blue,185.42,187.96,185,190.5,203.2,185,25,34
TJ Grant vs Johny Hendricks,Johny Hendricks,TJ Grant,Marc-Andre Cote,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Welterweight,TJ Grant,Johny Hendricks,Blue,175.26,175.26,185,177.8,182.88,155,26,26
Yoshiyuki Yoshida vs Mike Guymon,Mike Guymon,Yoshiyuki Yoshida,Philippe Chartier,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Welterweight,Yoshiyuki Yoshida,Mike Guymon,Blue,182.88,187.96,170,180.34,177.8,170,35,35
Marcus Davis vs Jonathan Goulet,Marcus Davis,Jonathan Goulet,Philippe Chartier,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Welterweight,Marcus Davis,Jonathan Goulet,Red,182.88,185.42,170,177.8,177.8,170,30,36
Josh Koscheck vs Paul Daley,Josh Koscheck,Paul Daley,Dan Miragliotta,08/05/2010,Canada,"Montreal, Quebec",Non Title Fight,Welterweight,Josh Koscheck,Paul Daley,Red,175.26,193.04,170,177.8,185.42,170,27,32
Jon Madsen vs Mostapha Al-Turk,Jon Madsen,Mostapha Al-Turk,Marc Goddard,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Heavyweight,Jon Madsen,Mostapha Al-Turk,Red,187.96,195.58,245,182.88,182.88,240,36,30
Alexander Gustafsson vs Phil Davis,Phil Davis,Alexander Gustafsson,Dan Miragliotta,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,LightHeavyweight,Alexander Gustafsson,Phil Davis,Blue,187.96,200.66,205,195.58,200.66,205,25,23
BJ Penn vs Frankie Edgar,Frankie Edgar,BJ Penn,Herb Dean,10/04/2010,United Arab Emirates,Abu Dhabi,Title Fight,Lightweight,BJ Penn,Frankie Edgar,Blue,167.64,172.72,135,175.26,177.8,155,28,31
Terry Etim vs Rafael Dos Anjos,Rafael Dos Anjos,Terry Etim,Marc Goddard,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Lightweight,Terry Etim,Rafael Dos Anjos,Blue,172.72,177.8,155,185.42,185.42,155,25,24
Paul Kelly vs Matt Veach,Paul Kelly,Matt Veach,Herb Dean,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Lightweight,Paul Kelly,Matt Veach,Red,180.34,,155,175.26,177.8,155,28,25
Kendall Grove vs Mark Munoz,Mark Munoz,Kendall Grove,Marc Goddard,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Middleweight,Kendall Grove,Mark Munoz,Blue,182.88,180.34,185,198.12,200.66,185,32,27
Anderson Silva vs Demian Maia,Anderson Silva,Demian Maia,Dan Miragliotta,10/04/2010,United Arab Emirates,Abu Dhabi,Title Fight,Middleweight,Anderson Silva,Demian Maia,Red,185.42,182.88,170,187.96,195.58,185,32,34
Nick Osipczak vs Rick Story,Rick Story,Nick Osipczak,Marc Goddard,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,Nick Osipczak,Rick Story,Blue,175.26,180.34,170,187.96,193.04,170,25,25
Matt Hughes vs Renzo Gracie,Matt Hughes,Renzo Gracie,Herb Dean,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,Matt Hughes,Renzo Gracie,Red,177.8,,185,175.26,185.42,170,43,36
DaMarques Johnson vs Brad Blackburn,DaMarques Johnson,Brad Blackburn,Dan Miragliotta,10/04/2010,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,DaMarques Johnson,Brad Blackburn,Red,177.8,185.42,170,185.42,190.5,170,32,27
Roy Nelson vs Stefan Struve,Roy Nelson,Stefan Struve,Dan Miragliotta,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Heavyweight,Roy Nelson,Stefan Struve,Red,210.82,213.36,265,182.88,185.42,263,22,33
Rob Emerson vs Nik Lentz,Nik Lentz,Rob Emerson,Dale Frye,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Lightweight,Rob Emerson,Nik Lentz,Blue,172.72,172.72,145,175.26,177.8,155,25,28
Caol Uno vs Gleison Tibau,Gleison Tibau,Caol Uno,Bill Clancy,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Lightweight,Caol Uno,Gleison Tibau,Blue,177.8,180.34,155,170.18,177.8,155,26,34
Kenny Florian vs Takanori Gomi,Kenny Florian,Takanori Gomi,Mario Yamasaki,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Lightweight,Kenny Florian,Takanori Gomi,Red,170.18,177.8,155,177.8,187.96,145,31,33
Ross Pearson vs Dennis Siver,Ross Pearson,Dennis Siver,Dan Miragliotta,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Lightweight,Ross Pearson,Dennis Siver,Red,167.64,177.8,145,172.72,175.26,155,31,25
Andre Winner vs Rafaello Oliveira,Andre Winner,Rafaello Oliveira,Dale Frye,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Lightweight,Andre Winner,Rafaello Oliveira,Red,172.72,180.34,155,180.34,185.42,155,28,28
Jacob Volkmann vs Ronys Torres,Jacob Volkmann,Ronys Torres,Bill Clancy,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Lightweight,Jacob Volkmann,Ronys Torres,Red,170.18,,155,175.26,180.34,155,34,29
Nate Quarry vs Jorge Rivera,Jorge Rivera,Nate Quarry,Mario Yamasaki,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Middleweight,Nate Quarry,Jorge Rivera,Blue,185.42,185.42,185,182.88,182.88,185,38,38
Yushin Okami vs Lucio Linhares,Yushin Okami,Lucio Linhares,Dale Frye,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Middleweight,Yushin Okami,Lucio Linhares,Red,187.96,,185,187.96,190.5,170,36,28
Gerald Harris vs Mario Miranda,Gerald Harris,Mario Miranda,Bill Clancy,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Middleweight,Gerald Harris,Mario Miranda,Red,190.5,187.96,185,180.34,195.58,185,30,30
Charlie Brenneman vs Jason High,Charlie Brenneman,Jason High,Dale Frye,31/03/2010,USA,"Charlotte, North Carolina",Non Title Fight,Welterweight,Charlie Brenneman,Jason High,Red,172.72,185.42,155,177.8,177.8,155,28,29
Frank Mir vs Shane Carwin,Shane Carwin,Frank Mir,Dan Miragliotta,27/03/2010,USA,"Newark, New Jersey",Title Fight,Heavyweight,Frank Mir,Shane Carwin,Blue,187.96,203.2,265,190.5,200.66,264,35,30
Rodney Wallace vs Jared Hamman,Jared Hamman,Rodney Wallace,Kevin Mulhall,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,LightHeavyweight,Rodney Wallace,Jared Hamman,Blue,190.5,190.5,185,175.26,182.88,205,28,28
Jim Miller vs Mark Bocek,Jim Miller,Mark Bocek,Yves Lavigne,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Lightweight,Jim Miller,Mark Bocek,Red,172.72,190.5,155,172.72,180.34,155,28,26
Kurt Pellegrino vs Fabricio Camoes,Kurt Pellegrino,Fabricio Camoes,Yves Lavigne,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Lightweight,Kurt Pellegrino,Fabricio Camoes,Red,177.8,180.34,155,172.72,177.8,155,31,30
Rousimar Palhares vs Tomasz Drwal,Rousimar Palhares,Tomasz Drwal,Kevin Mulhall,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Middleweight,Rousimar Palhares,Tomasz Drwal,Red,185.42,193.04,205,172.72,180.34,170,28,30
Ben Saunders vs Jon Fitch,Jon Fitch,Ben Saunders,Dan Miragliotta,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Ben Saunders,Jon Fitch,Blue,182.88,187.96,170,187.96,195.58,170,32,26
Ricardo Almeida vs Matt Brown,Ricardo Almeida,Matt Brown,Dan Miragliotta,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Ricardo Almeida,Matt Brown,Red,182.88,190.5,170,182.88,187.96,170,29,33
Nate Diaz vs Rory Markham,Nate Diaz,Rory Markham,Keith Peterson,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Nate Diaz,Rory Markham,Red,182.88,180.34,170,182.88,193.04,170,28,24
Georges St-Pierre vs Dan Hardy,Georges St-Pierre,Dan Hardy,Kevin Mulhall,27/03/2010,USA,"Newark, New Jersey",Title Fight,Welterweight,Georges St-Pierre,Dan Hardy,Red,182.88,187.96,170,180.34,193.04,185,27,28
Matthew Riddle vs Greg Soto,Matthew Riddle,Greg Soto,Keith Peterson,27/03/2010,USA,"Newark, New Jersey",Non Title Fight,Welterweight,Matthew Riddle,Greg Soto,Red,180.34,185.42,170,185.42,193.04,170,23,24
Junior Dos Santos vs Gabriel Gonzaga,Junior Dos Santos,Gabriel Gonzaga,Josh Rosenthal,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Heavyweight,Junior Dos Santos,Gabriel Gonzaga,Red,187.96,193.04,242,193.04,195.58,238,30,26
Cheick Kongo vs Paul Buentello,Cheick Kongo,Paul Buentello,Herb Dean,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Heavyweight,Cheick Kongo,Paul Buentello,Red,187.96,195.58,245,193.04,208.28,240,36,34
Brendan Schaub vs Chase Gormley,Brendan Schaub,Chase Gormley,Adam Martinez,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Heavyweight,Brendan Schaub,Chase Gormley,Red,190.5,,265,193.04,198.12,245,,27
Eliot Marshall vs Vladimir Matyushenko,Vladimir Matyushenko,Eliot Marshall,Adam Martinez,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,LightHeavyweight,Eliot Marshall,Vladimir Matyushenko,Blue,182.88,187.96,205,187.96,195.58,205,39,29
Brandon Vera vs Jon Jones,Jon Jones,Brandon Vera,Herb Dean,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,LightHeavyweight,Brandon Vera,Jon Jones,Blue,193.04,213.36,205,190.5,198.12,230,22,32
Eric Schafer vs Jason Brilz,Jason Brilz,Eric Schafer,Tom Johnson,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,LightHeavyweight,Eric Schafer,Jason Brilz,Blue,180.34,180.34,205,190.5,193.04,185,34,32
Duane Ludwig vs Darren Elkins,Darren Elkins,Duane Ludwig,Tim Mills,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Lightweight,Duane Ludwig,Darren Elkins,Blue,177.8,180.34,145,177.8,177.8,170,25,31
Clay Guida vs Shannon Gugerty,Clay Guida,Shannon Gugerty,Herb Dean,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Lightweight,Clay Guida,Shannon Gugerty,Red,177.8,180.34,155,170.18,177.8,155,28,28
Alessio Sakara vs James Irvin,Alessio Sakara,James Irvin,Josh Rosenthal,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Middleweight,Alessio Sakara,James Irvin,Red,187.96,190.5,205,182.88,182.88,185,31,28
John Howard vs Daniel Roberts,John Howard,Daniel Roberts,Tom Johnson,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Welterweight,John Howard,Daniel Roberts,Red,177.8,187.96,170,170.18,182.88,170,29,27
Mike Pierce vs Julio Paulino,Mike Pierce,Julio Paulino,Tim Mills,21/03/2010,USA,"Broomfield, Colorado",Non Title Fight,Welterweight,Mike Pierce,Julio Paulino,Red,182.88,,170,172.72,180.34,170,34,29
Cain Velasquez vs Antonio Rodrigo Nogueira,Cain Velasquez,Antonio Rodrigo Nogueira,Herb Dean,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,Heavyweight,Cain Velasquez,Antonio Rodrigo Nogueira,Red,190.5,195.58,240,185.42,195.58,240,33,27
Mirko Filipovic vs Anthony Perosh,Mirko Filipovic,Anthony Perosh,Herb Dean,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,Heavyweight,Mirko Filipovic,Anthony Perosh,Red,190.5,190.5,205,187.96,185.42,230,37,35
Krzysztof Soszynski vs Stephan Bonnar,Krzysztof Soszynski,Stephan Bonnar,John Sharp,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,LightHeavyweight,Krzysztof Soszynski,Stephan Bonnar,Red,193.04,200.66,205,185.42,195.58,205,32,32
Ryan Bader vs Keith Jardine,Ryan Bader,Keith Jardine,Josh Rosenthal,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,LightHeavyweight,Ryan Bader,Keith Jardine,Red,187.96,193.04,185,187.96,187.96,205,34,26
James Te Huna vs Igor Pokrajac,James Te Huna,Igor Pokrajac,Steve Perceval,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,LightHeavyweight,James Te Huna,Igor Pokrajac,Red,182.88,187.96,205,187.96,190.5,185,31,28
George Sotiropoulos vs Joe Stevenson,George Sotiropoulos,Joe Stevenson,Herb Dean,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,Lightweight,George Sotiropoulos,Joe Stevenson,Red,170.18,177.8,145,177.8,180.34,155,27,32
CB Dollaway vs Goran Reljic,CB Dollaway,Goran Reljic,John Sharp,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,Middleweight,CB Dollaway,Goran Reljic,Red,190.5,205.74,205,187.96,193.04,185,25,26
Wanderlei Silva vs Michael Bisping,Wanderlei Silva,Michael Bisping,Josh Rosenthal,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,Middleweight,Wanderlei Silva,Michael Bisping,Red,185.42,190.5,185,180.34,187.96,205,30,33
Chris Lytle vs Brian Foster,Chris Lytle,Brian Foster,Steve Perceval,20/02/2010,Australia,"Sydney, New South Wales",Non Title Fight,Welterweight,Chris Lytle,Brian Foster,Red,175.26,180.34,170,180.34,172.72,170,25,35
Chris Tuchscherer vs Tim Hague,Chris Tuchscherer,Tim Hague,Josh Rosenthal,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Chris Tuchscherer,Tim Hague,Red,193.04,193.04,260,187.96,193.04,258,26,34
Joey Beltran vs Rolles Gracie,Joey Beltran,Rolles Gracie,Herb Dean,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Joey Beltran,Rolles Gracie,Red,193.04,,242,185.42,190.5,185,31,28
Randy Couture vs Mark Coleman,Randy Couture,Mark Coleman,Steve Mazzagatti,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Randy Couture,Mark Coleman,Red,185.42,190.5,205,185.42,190.5,205,45,46
Phil Davis vs Brian Stann,Phil Davis,Brian Stann,Steve Mazzagatti,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Phil Davis,Brian Stann,Red,185.42,187.96,205,187.96,200.66,205,29,25
Melvin Guillard vs Ronys Torres,Melvin Guillard,Ronys Torres,Josh Rosenthal,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Melvin Guillard,Ronys Torres,Red,170.18,,155,175.26,180.34,155,34,26
Mac Danzig vs Justin Buchholz,Mac Danzig,Justin Buchholz,Herb Dean,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Mac Danzig,Justin Buchholz,Red,182.88,185.42,155,172.72,177.8,155,26,30
Rob Emerson vs Phillipe Nover,Rob Emerson,Phillipe Nover,Herb Dean,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Rob Emerson,Phillipe Nover,Red,175.26,182.88,145,175.26,177.8,155,26,28
Demian Maia vs Dan Miller,Demian Maia,Dan Miller,Steve Mazzagatti,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Demian Maia,Dan Miller,Red,185.42,187.96,185,185.42,182.88,170,28,32
Chael Sonnen vs Nate Marquardt,Chael Sonnen,Nate Marquardt,Josh Rosenthal,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Chael Sonnen,Nate Marquardt,Red,182.88,187.96,185,185.42,185.42,205,30,32
Matt Serra vs Frank Trigg,Matt Serra,Frank Trigg,Josh Rosenthal,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Matt Serra,Frank Trigg,Red,175.26,180.34,170,167.64,172.72,170,37,35
Paulo Thiago vs Mike Swick,Paulo Thiago,Mike Swick,Herb Dean,06/02/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Paulo Thiago,Mike Swick,Red,185.42,195.58,170,180.34,187.96,170,30,29
